SKU,Product Name,Brand,Category,Launch Year,MSRP,Warranty Claims,Avg Repair Cost,Total Components,Warranty Score,Repair Score,MSRP Score,Circularity Score,Recommendation
LP0344,AirBook 15,TechNova,Laptop,2025,999,55,362.0181818181818,8,0.7333333333333333,0.7918157957528036,0.5879929370217775,70.72759531657076,High Priority Buy-Back
LP0345,AirBook 11,ByteCore,Laptop,2022,1299,53,392.8301886792453,5,0.7066666666666667,0.859208636656267,0.7645673925838729,76.97994754387086,High Priority Buy-Back
LP0346,WorkBook 16,ByteCore,Laptop,2020,1299,53,366.0566037735849,8,0.7066666666666667,0.8006487396622592,0.7645673925838729,75.22315063405063,High Priority Buy-Back
LP0347,WorkBook 15,ByteCore,Laptop,2025,699,41,350.7317073170732,6,0.5466666666666666,0.76712971854128,0.4114184814596822,57.22311266669553,Medium Priority
LP0348,WorkBook 11,NeoTech,Laptop,2023,899,46,319.69565217391306,5,0.6133333333333333,0.6992468332762753,0.5291347851677457,61.38478188665396,Medium Priority
LP0349,StudentBook 14,ByteCore,Laptop,2019,699,55,417.8,6,0.7333333333333333,0.9138232720909887,0.4114184814596822,69.09058593985347,Medium Priority
LP0350,AirBook 14,ByteCore,Laptop,2022,1699,36,387.0,7,0.48,0.8464566929133859,1.0,74.59370078740157,High Priority Buy-Back
LP0351,WorkBook 12,NeoTech,Laptop,2021,1299,42,400.0952380952381,8,0.56,0.8750989459650876,0.7645673925838729,71.58999015646882,High Priority Buy-Back
LP0352,ProBook 15,NeoTech,Laptop,2021,699,45,333.3777777777778,6,0.6,0.729172742296102,0.4114184814596822,58.21773671267352,Medium Priority
LP0353,ProBook 16,ByteCore,Laptop,2023,899,55,400.03636363636366,6,0.7333333333333333,0.8749701741827727,0.5291347851677457,71.45648211384888,High Priority Buy-Back
LP0354,ProBook 12,NeoTech,Laptop,2019,899,47,365.51063829787233,6,0.6266666666666667,0.7994545894529141,0.5291347851677457,64.92434790528647,Medium Priority
LP0355,ProBook 13,ByteCore,Laptop,2021,1299,54,389.7037037037037,8,0.72,0.8523703055636564,0.7645673925838729,77.30813094442588,High Priority Buy-Back
LP0356,StudentBook 10,Apex,Laptop,2024,1299,39,400.0,8,0.52,0.8748906386701663,0.7645673925838729,69.98374093762118,Medium Priority
LP0357,AirBook 15,NeoTech,Laptop,2025,699,59,328.542372881356,8,0.7866666666666666,0.7185966161009537,0.4114184814596822,65.36711959348574,Medium Priority
LP0358,StudentBook 12,ByteCore,Laptop,2022,999,57,350.9122807017544,6,0.76,0.7675246734509065,0.5879929370217775,71.06552831418051,High Priority Buy-Back
LP0359,AirBook 13,TechNova,Laptop,2019,899,55,457.2,6,0.7333333333333333,1.0,0.5291347851677457,75.2073768883657,High Priority Buy-Back
LP0360,WorkBook 16,TechNova,Laptop,2021,999,49,306.0,6,0.6533333333333333,0.6692913385826772,0.5879929370217775,63.85186160146697,Medium Priority
LP0361,WorkBook 13,ByteCore,Laptop,2024,1299,44,314.95454545454544,8,0.5866666666666667,0.6888769585619979,0.7645673925838729,67.0699972010428,Medium Priority
LP0362,UltraBook 11,Apex,Laptop,2025,699,42,388.9047619047619,6,0.56,0.8506228388118152,0.4114184814596822,60.261239608144926,Medium Priority
LP0363,WorkBook 12,NeoTech,Laptop,2019,999,52,363.84615384615387,8,0.6933333333333334,0.7958139847903628,0.5879929370217775,69.24754098769755,Medium Priority
LP0364,AirBook 11,ByteCore,Laptop,2021,899,48,353.625,8,0.64,0.7734580052493438,0.5291347851677457,64.67778371251268,Medium Priority
LP0365,UltraBook 15,Apex,Laptop,2019,899,39,350.61538461538464,8,0.52,0.7668752944343497,0.5291347851677457,59.680302388062856,Medium Priority
LP0366,UltraBook 13,NeoTech,Laptop,2019,999,62,355.48387096774195,5,0.8266666666666667,0.7775237772697768,0.5879929370217775,74.03216809541328,High Priority Buy-Back
LP0367,StudentBook 15,NeoTech,Laptop,2025,1699,49,361.9591836734694,6,0.6533333333333333,0.7916867534415342,1.0,79.88393593657936,High Priority Buy-Back
LP0368,UltraBook 11,TechNova,Laptop,2021,1299,50,393.78,6,0.6666666666666666,0.8612860892388451,0.7645673925838729,75.4422711213482,High Priority Buy-Back
LP0369,WorkBook 16,NeoTech,Laptop,2025,1699,39,344.0,6,0.52,0.752405949256343,1.0,73.37217847769028,High Priority Buy-Back
LP0370,ProBook 12,ByteCore,Laptop,2024,699,64,389.453125,8,0.8533333333333334,0.8518222331583553,0.4114184814596822,72.03055477187445,High Priority Buy-Back
LP0371,WorkBook 17,ByteCore,Laptop,2020,1699,52,385.75,5,0.6933333333333334,0.8437226596675416,1.0,83.0450131233596,High Priority Buy-Back
LP0372,StudentBook 12,Apex,Laptop,2022,1699,41,357.1951219512195,5,0.5466666666666666,0.7812666709344259,1.0,75.30466679469944,High Priority Buy-Back
LP0373,ProBook 11,Apex,Laptop,2021,899,49,341.57142857142856,7,0.6533333333333333,0.7470941132358455,0.5291347851677457,64.42020028544107,Medium Priority
LP0374,UltraBook 15,Apex,Laptop,2021,1699,51,371.7647058823529,6,0.68,0.8131336524110957,1.0,81.59400957233287,High Priority Buy-Back
LP0375,AirBook 11,ByteCore,Laptop,2020,1699,53,396.4528301886792,8,0.7066666666666667,0.8671321745159212,1.0,84.2806319021443,High Priority Buy-Back
LP0376,AirBook 12,ByteCore,Laptop,2023,1699,53,320.6981132075472,5,0.7066666666666667,0.7014394427111705,1.0,79.30984994800178,High Priority Buy-Back
LP0377,ProBook 12,Apex,Laptop,2020,1699,44,356.6818181818182,7,0.5866666666666667,0.7801439592778175,1.0,76.8709854450012,High Priority Buy-Back
LP0378,StudentBook 15,TechNova,Laptop,2025,699,49,371.8163265306122,6,0.6533333333333333,0.8132465584659059,0.4114184814596822,62.87328453110097,Medium Priority
LP0379,ProBook 10,ByteCore,Laptop,2024,899,59,354.59322033898303,8,0.7866666666666666,0.7755757225262097,0.5291347851677457,70.60798189748532,High Priority Buy-Back
LP0380,StudentBook 16,TechNova,Laptop,2022,1699,38,381.3421052631579,8,0.5066666666666667,0.834081595063775,1.0,75.28911451857991,High Priority Buy-Back
LP0381,AirBook 14,NeoTech,Laptop,2020,1299,45,351.6222222222222,7,0.6,0.7690774764265578,0.7645673925838729,70.00934607031292,High Priority Buy-Back
LP0382,AirBook 17,TechNova,Laptop,2024,699,47,358.2340425531915,5,0.6266666666666667,0.783539025706893,0.4114184814596822,60.91539188166393,Medium Priority
LP0383,UltraBook 17,NeoTech,Laptop,2022,1299,56,392.5,6,0.7466666666666667,0.8584864391951006,0.7645673925838729,78.55828162003587,High Priority Buy-Back
LP0384,UltraBook 15,Apex,Laptop,2021,999,40,339.2,8,0.5333333333333333,0.7419072615923009,0.5879929370217775,61.23033929175568,Medium Priority
LP0385,AirBook 16,Apex,Laptop,2025,999,40,377.025,7,0.5333333333333333,0.8246391076115486,0.5879929370217775,63.712294672333115,Medium Priority
LP0386,StudentBook 11,ByteCore,Laptop,2020,1299,59,395.2372881355933,6,0.7866666666666666,0.8644735086080344,0.7645673925838729,80.33789370242388,High Priority Buy-Back
LP0387,ProBook 14,NeoTech,Laptop,2020,899,54,345.0925925925926,5,0.72,0.7547956968341921,0.5291347851677457,67.31791446005812,Medium Priority
LP0388,ProBook 10,ByteCore,Laptop,2022,1699,60,413.65,8,0.8,0.9047462817147857,1.0,89.14238845144358,High Priority Buy-Back
LP0389,WorkBook 13,Apex,Laptop,2025,999,62,352.66129032258067,5,0.8266666666666667,0.7713501538114188,0.5879929370217775,73.84695939166255,High Priority Buy-Back
LP0390,StudentBook 15,Apex,Laptop,2025,899,48,336.7708333333333,6,0.64,0.7365941236512102,0.5291347851677457,63.57186726456868,Medium Priority
LP0391,WorkBook 17,NeoTech,Laptop,2021,1299,39,362.5897435897436,6,0.52,0.7930659308612065,0.7645673925838729,67.52899970335238,Medium Priority
LP0392,ProBook 11,NeoTech,Laptop,2023,1299,41,399.8780487804878,7,0.5466666666666666,0.8746239037193522,0.7645673925838729,71.04240555576341,High Priority Buy-Back
LP0393,UltraBook 13,ByteCore,Laptop,2019,699,53,335.6981132075472,7,0.7066666666666667,0.7342478416613019,0.4114184814596822,62.636656360296186,Medium Priority
LP0394,AirBook 17,NeoTech,Laptop,2021,1699,51,394.2745098039216,8,0.68,0.8623676942342993,1.0,83.07103082702898,High Priority Buy-Back
LP0395,ProBook 11,NeoTech,Laptop,2020,999,57,412.280701754386,5,0.76,0.9017513161731977,0.5879929370217775,75.09232759584926,High Priority Buy-Back
LP0396,AirBook 16,ByteCore,Laptop,2019,1299,51,393.5490196078432,6,0.68,0.8607808827818093,0.7645673925838729,75.96044826097047,High Priority Buy-Back
LP0397,ProBook 13,ByteCore,Laptop,2023,999,54,337.98148148148147,5,0.72,0.7392420854800558,0.5879929370217775,68.617050675055,Medium Priority
LP0398,ProBook 16,NeoTech,Laptop,2025,1699,56,381.2321428571428,5,0.7466666666666667,0.8338410823647042,1.0,84.8818991376078,High Priority Buy-Back
LP0399,AirBook 11,Apex,Laptop,2019,1299,55,337.4909090909091,6,0.7333333333333333,0.7381690924998012,0.7645673925838729,74.41542788584356,High Priority Buy-Back
LP0400,AirBook 15,ByteCore,Laptop,2025,899,42,403.6428571428572,7,0.56,0.8828583927009126,0.5291347851677457,64.75979533605975,Medium Priority
LP0401,UltraBook 16,TechNova,Laptop,2019,699,47,359.02127659574467,6,0.6266666666666667,0.7852608849425736,0.4114184814596822,60.967047658734344,Medium Priority
LP0402,UltraBook 15,NeoTech,Laptop,2023,1299,40,353.075,8,0.5333333333333333,0.7722550306211724,0.7645673925838729,67.43800602948468,Medium Priority
LP0403,UltraBook 12,ByteCore,Laptop,2023,999,52,346.0,6,0.6933333333333334,0.7567804024496938,0.5879929370217775,68.07653351747747,Medium Priority
LP0404,UltraBook 16,ByteCore,Laptop,2023,999,32,365.5625,5,0.4266666666666667,0.7995680227471567,0.5879929370217775,58.69349545973469,Medium Priority
LP0405,StudentBook 17,ByteCore,Laptop,2022,699,46,313.17391304347825,7,0.6133333333333333,0.6849823119936095,0.4114184814596822,57.425357136932085,Medium Priority
LP0406,AirBook 15,TechNova,Laptop,2022,1699,54,343.55555555555554,8,0.72,0.7514338485467095,1.0,81.34301545640128,High Priority Buy-Back
LP0407,AirBook 10,NeoTech,Laptop,2021,1699,60,356.75,6,0.8,0.7802930883639545,1.0,85.40879265091863,High Priority Buy-Back
LP0408,StudentBook 13,TechNova,Laptop,2023,1299,47,375.5744680851064,6,0.6266666666666667,0.8214664656279668,0.7645673925838729,72.64768241302185,High Priority Buy-Back
LP0409,UltraBook 16,Apex,Laptop,2025,899,54,370.4074074074074,6,0.72,0.8101649330870678,0.5291347851677457,68.9789915476444,Medium Priority
LP0410,ProBook 11,Apex,Laptop,2019,1299,37,383.2972972972973,8,0.49333333333333335,0.8383580430824525,0.7645673925838729,67.8210964033231,Medium Priority
LP0411,AirBook 16,Apex,Laptop,2022,899,41,398.9756097560976,8,0.5466666666666666,0.8726500650833281,0.5291347851677457,63.92021217419887,Medium Priority
LP0412,WorkBook 17,TechNova,Laptop,2024,899,50,385.0,7,0.6666666666666666,0.842082239720035,0.5291347851677457,67.80317741330009,Medium Priority
LP0413,StudentBook 13,ByteCore,Laptop,2024,1299,53,370.6415094339623,6,0.7066666666666667,0.8106769672658843,0.7645673925838729,75.52399746215939,High Priority Buy-Back
LP0414,StudentBook 16,ByteCore,Laptop,2020,1299,49,338.9183673469388,5,0.6533333333333333,0.7412912671630333,0.7645673925838729,71.30909312574052,High Priority Buy-Back
LP0415,StudentBook 15,ByteCore,Laptop,2024,999,51,381.7647058823529,8,0.68,0.8350059183778498,0.5879929370217775,69.88996566198881,Medium Priority
LP0416,StudentBook 17,Apex,Laptop,2020,999,50,344.9,5,0.6666666666666666,0.7543744531933508,0.5879929370217775,66.93768837312051,Medium Priority
LP0417,StudentBook 14,Apex,Laptop,2021,999,58,350.63793103448273,5,0.7733333333333333,0.7669246085618607,0.5879929370217775,71.58085970084247,High Priority Buy-Back
LP0418,UltraBook 17,ByteCore,Laptop,2022,999,63,365.0,7,0.84,0.7983377077865267,0.5879929370217775,75.18991934424912,High Priority Buy-Back
LP0419,StudentBook 14,ByteCore,Laptop,2019,1699,49,319.6734693877551,6,0.6533333333333333,0.6991983144964022,1.0,77.1092827682254,High Priority Buy-Back
LP0420,StudentBook 16,NeoTech,Laptop,2025,999,50,377.96,7,0.6666666666666666,0.82668416447944,0.5879929370217775,69.10697971170319,Medium Priority
LP0421,UltraBook 14,TechNova,Laptop,2021,699,46,426.0,7,0.6133333333333333,0.931758530183727,0.4114184814596822,64.82864368263562,Medium Priority
LP0422,AirBook 17,ByteCore,Laptop,2024,1299,54,360.8518518518519,7,0.72,0.7892647678299474,0.7645673925838729,75.4149648124146,High Priority Buy-Back
LP0423,UltraBook 13,ByteCore,Laptop,2023,999,53,351.811320754717,6,0.7066666666666667,0.7694910777662226,0.5879929370217775,68.99118711030667,Medium Priority
LP0424,UltraBook 11,Apex,Laptop,2020,699,42,327.45238095238096,6,0.56,0.716212556763738,0.4114184814596822,56.22893114670261,Medium Priority
LP0425,StudentBook 13,Apex,Laptop,2019,699,55,313.76363636363635,6,0.7333333333333333,0.686272170524139,0.4114184814596822,62.264052892847964,Medium Priority
LP0426,WorkBook 15,NeoTech,Laptop,2019,899,51,386.5686274509804,8,0.68,0.8455131834010945,0.5291347851677457,68.4394390570652,Medium Priority
LP0427,ProBook 12,NeoTech,Laptop,2024,1299,44,361.70454545454544,5,0.5866666666666667,0.7911298019565736,0.7645673925838729,70.13758250288006,High Priority Buy-Back
LP0428,WorkBook 13,ByteCore,Laptop,2021,999,48,373.7916666666667,7,0.64,0.8175670749489647,0.5879929370217775,67.76680035912226,Medium Priority
LP0429,ProBook 11,Apex,Laptop,2023,699,39,370.87179487179486,8,0.52,0.8111806537003388,0.4114184814596822,57.477974054800626,Medium Priority
LP0430,UltraBook 16,Apex,Laptop,2019,1299,47,378.5531914893617,5,0.6266666666666667,0.8279816086818935,0.7645673925838729,72.84313670463966,High Priority Buy-Back
LP0431,WorkBook 12,ByteCore,Laptop,2019,699,39,405.4358974358975,8,0.52,0.886780178118761,0.4114184814596822,59.7459597873533,Medium Priority
LP0432,AirBook 11,ByteCore,Laptop,2021,1299,40,412.8,5,0.5333333333333333,0.9028871391076116,0.7645673925838729,71.35696928407786,High Priority Buy-Back
LP0433,StudentBook 17,Apex,Laptop,2025,1699,44,300.6363636363636,7,0.5866666666666667,0.6575598504732363,1.0,73.19346218086376,High Priority Buy-Back
LP0434,WorkBook 14,Apex,Laptop,2025,699,46,366.3695652173913,6,0.6133333333333333,0.8013332572558866,0.4114184814596822,60.91588549480039,Medium Priority
LP0435,AirBook 12,NeoTech,Laptop,2024,999,60,340.85,5,0.8,0.7455161854768154,0.5879929370217775,72.00527367495779,High Priority Buy-Back
LP0436,UltraBook 10,ByteCore,Laptop,2025,999,54,342.48148148148147,7,0.72,0.7490846051650951,0.5879929370217775,68.91232626560617,Medium Priority
LP0437,StudentBook 13,Apex,Laptop,2023,1299,52,348.13461538461536,7,0.6933333333333334,0.7614492899925971,0.7645673925838729,73.51383381062743,High Priority Buy-Back
LP0438,WorkBook 15,TechNova,Laptop,2022,699,46,373.8478260869565,7,0.6133333333333333,0.8176899083266765,0.4114184814596822,61.40658502692409,Medium Priority
LP0439,UltraBook 12,NeoTech,Laptop,2021,899,40,352.025,8,0.5333333333333333,0.7699584426946632,0.5291347851677457,60.306130169205595,Medium Priority
LP0440,ProBook 14,NeoTech,Laptop,2020,1299,61,355.75409836065575,5,0.8133333333333334,0.7781148258107081,0.7645673925838729,78.81379988517077,High Priority Buy-Back
LP0441,AirBook 15,ByteCore,Laptop,2023,1699,51,365.7058823529412,7,0.68,0.7998816324430036,1.0,81.1964489732901,High Priority Buy-Back
LP0442,ProBook 14,ByteCore,Laptop,2024,899,59,412.64406779661016,8,0.7866666666666666,0.9025460800450791,0.5291347851677457,74.4170926230514,High Priority Buy-Back
LP0443,ProBook 11,NeoTech,Laptop,2021,899,58,412.5,6,0.7733333333333333,0.902230971128609,0.5291347851677457,73.87430602222398,High Priority Buy-Back
LP0444,WorkBook 14,TechNova,Laptop,2024,999,46,372.7391304347826,8,0.6133333333333333,0.8152649397086235,0.5879929370217775,66.63106963524535,Medium Priority
LP0445,AirBook 13,Apex,Laptop,2020,1299,55,391.27272727272725,6,0.7333333333333333,0.8558021156446353,0.7645673925838729,77.94441858018858,High Priority Buy-Back
LP0446,UltraBook 17,ByteCore,Laptop,2022,1699,53,359.45283018867923,8,0.7066666666666667,0.786204790438931,1.0,81.85281037983461,High Priority Buy-Back
LP0447,WorkBook 13,Apex,Laptop,2024,1699,51,394.62745098039215,7,0.68,0.8631396565625375,1.0,83.09418969687611,High Priority Buy-Back
LP0448,ProBook 17,ByteCore,Laptop,2019,1699,39,380.71794871794873,5,0.52,0.8327164232676044,1.0,75.78149269802815,High Priority Buy-Back
LP0449,ProBook 10,Apex,Laptop,2023,1699,55,330.8727272727273,6,0.7333333333333333,0.7236936292054402,1.0,81.04414220949654,High Priority Buy-Back
LP0450,UltraBook 12,ByteCore,Laptop,2025,1699,63,337.3809523809524,8,0.84,0.737928592259301,1.0,85.73785776777902,High Priority Buy-Back
LP0451,WorkBook 11,Apex,Laptop,2024,1699,50,344.54,8,0.6666666666666666,0.7535870516185478,1.0,79.2742782152231,High Priority Buy-Back
LP0452,WorkBook 11,NeoTech,Laptop,2025,699,40,404.75,5,0.5333333333333333,0.8852799650043744,0.4114184814596822,60.23428672725504,Medium Priority
LP0453,WorkBook 12,NeoTech,Laptop,2022,1699,47,364.1276595744681,8,0.6266666666666667,0.7964297016064482,1.0,78.95955771486013,High Priority Buy-Back
LP0454,ProBook 17,ByteCore,Laptop,2024,699,50,306.24,7,0.6666666666666666,0.6698162729658793,0.4114184814596822,59.10370929943352,Medium Priority
LP0455,WorkBook 14,TechNova,Laptop,2024,899,45,352.35555555555555,8,0.6,0.7706814425974531,0.5291347851677457,62.994486832955964,Medium Priority
LP0456,StudentBook 11,TechNova,Laptop,2022,999,57,370.4561403508772,6,0.76,0.8102715230771592,0.5879929370217775,72.3479338029681,High Priority Buy-Back
LP0457,ProBook 10,TechNova,Laptop,2022,699,58,395.2068965517241,7,0.7733333333333333,0.8644070353274806,0.4114184814596822,69.20809883694822,Medium Priority
LP0458,AirBook 16,Apex,Laptop,2025,899,53,391.8867924528302,7,0.7066666666666667,0.8571452153386487,0.5291347851677457,69.8550666818585,Medium Priority
LP0459,WorkBook 15,NeoTech,Laptop,2022,1299,46,361.7826086956522,8,0.6133333333333333,0.7913005439537449,0.7645673925838729,71.20937142946187,High Priority Buy-Back
LP0460,WorkBook 11,Apex,Laptop,2024,999,60,384.5,6,0.8,0.8409886264216974,0.5879929370217775,74.86944690330425,High Priority Buy-Back
LP0461,ProBook 12,NeoTech,Laptop,2023,899,64,333.234375,7,0.8533333333333334,0.7288590879265092,0.5291347851677457,71.87314952616099,High Priority Buy-Back
LP0462,UltraBook 10,TechNova,Laptop,2021,1299,49,386.3469387755102,8,0.6533333333333333,0.8450283000339243,0.7645673925838729,74.42120411186724,High Priority Buy-Back
LP0463,StudentBook 16,NeoTech,Laptop,2025,899,43,353.6744186046512,5,0.5733333333333334,0.7735660949358075,0.5291347851677457,62.01435973643993,Medium Priority
LP0464,UltraBook 17,ByteCore,Laptop,2020,999,53,380.811320754717,6,0.7066666666666667,0.8329206490698097,0.5879929370217775,70.89407424941427,High Priority Buy-Back
LP0465,UltraBook 11,TechNova,Laptop,2025,1299,46,362.2826086956522,6,0.6133333333333333,0.7923941572520826,0.7645673925838729,71.242179828412,High Priority Buy-Back
LP0466,StudentBook 10,Apex,Laptop,2020,699,50,342.92,6,0.6666666666666666,0.7500437445319336,0.4114184814596822,61.51053344641514,Medium Priority
LP0467,ProBook 10,NeoTech,Laptop,2023,699,55,380.96363636363634,6,0.7333333333333333,0.833253797820727,0.4114184814596822,66.67350171174562,Medium Priority
LP0468,UltraBook 10,NeoTech,Laptop,2022,899,35,443.6571428571429,6,0.4666666666666667,0.9703787026621673,0.5291347851677457,63.65207130156405,Medium Priority
LP0469,StudentBook 13,TechNova,Laptop,2020,1699,56,321.85714285714283,7,0.7466666666666667,0.7039745031871015,1.0,80.98590176227971,High Priority Buy-Back
LP0470,AirBook 13,ByteCore,Laptop,2023,1699,55,343.3454545454546,8,0.7333333333333333,0.7509743100294283,1.0,81.86256263421619,High Priority Buy-Back
LP0471,AirBook 13,ByteCore,Laptop,2020,1699,54,378.8333333333333,6,0.72,0.8285943423738699,1.0,83.6578302712161,High Priority Buy-Back
LP0472,UltraBook 16,ByteCore,Laptop,2021,699,51,355.7647058823529,7,0.68,0.778138026864289,0.4114184814596822,62.88669524971914,Medium Priority
LP0473,StudentBook 12,NeoTech,Laptop,2023,1299,50,347.84,6,0.6666666666666666,0.7608048993875766,0.7645673925838729,72.42783542581014,High Priority Buy-Back
LP0474,ProBook 15,NeoTech,Laptop,2025,1699,40,341.125,7,0.5333333333333333,0.7461176727909011,1.0,73.71686351706037,High Priority Buy-Back
LP0475,AirBook 16,NeoTech,Laptop,2020,999,53,350.45283018867923,6,0.7066666666666667,0.7665197510688522,0.5879929370217775,68.90204730938555,Medium Priority
LP0476,WorkBook 12,NeoTech,Laptop,2020,899,34,376.5,5,0.4533333333333333,0.823490813648294,0.5291347851677457,58.71210129781452,Medium Priority
LP0477,AirBook 12,NeoTech,Laptop,2019,1699,56,364.7142857142857,7,0.7466666666666667,0.7977127859017623,1.0,83.79805024371953,High Priority Buy-Back
LP0478,WorkBook 16,Apex,Laptop,2022,899,46,328.6304347826087,5,0.6133333333333333,0.7187892274335274,0.5291347851677457,61.971053711371525,Medium Priority
LP0479,AirBook 13,ByteCore,Laptop,2024,699,63,416.73015873015873,7,0.84,0.9114832868113708,0.4114184814596822,73.28705304813158,High Priority Buy-Back
LP0480,WorkBook 15,TechNova,Laptop,2023,899,43,309.8372093023256,7,0.5733333333333334,0.6776841848257341,0.5291347851677457,59.13790243313773,Medium Priority
LP0481,ProBook 14,NeoTech,Laptop,2024,1699,42,364.6428571428572,8,0.56,0.7975565554305714,1.0,76.32669666291714,High Priority Buy-Back
LP0482,StudentBook 10,TechNova,Laptop,2020,1699,51,362.88235294117646,6,0.68,0.7937059338170964,1.0,81.0111780145129,High Priority Buy-Back
LP0483,StudentBook 13,NeoTech,Laptop,2020,999,55,328.5636363636364,7,0.7333333333333333,0.7186431241549354,0.5879929370217775,68.53241516863471,Medium Priority
LP0484,AirBook 10,Apex,Laptop,2020,699,71,356.9577464788732,8,0.9466666666666667,0.7807474769879117,0.4114184814596822,73.63164542009449,High Priority Buy-Back
LP0485,WorkBook 13,Apex,Laptop,2022,899,44,393.6818181818182,7,0.5866666666666667,0.861071343354808,0.5291347851677457,65.17285052234327,Medium Priority
LP0486,StudentBook 15,ByteCore,Laptop,2022,1299,51,390.2549019607843,5,0.68,0.8535759010515842,0.7645673925838729,75.74429880906372,High Priority Buy-Back
LP0487,StudentBook 15,ByteCore,Laptop,2021,999,49,375.8571428571428,8,0.6533333333333333,0.8220847394075739,0.5879929370217775,68.43566362621387,Medium Priority
LP0488,StudentBook 17,NeoTech,Laptop,2019,1299,42,389.1190476190476,6,0.56,0.8510915302253884,0.7645673925838729,70.86976768427785,High Priority Buy-Back
LP0489,AirBook 13,ByteCore,Laptop,2021,1299,58,331.63793103448273,5,0.7733333333333333,0.7253673032250278,0.7645673925838729,75.63137420760036,High Priority Buy-Back
LP0490,ProBook 13,Apex,Laptop,2019,999,37,345.8918918918919,8,0.49333333333333335,0.7565439455203234,0.5879929370217775,60.06943980959636,Medium Priority
LP0491,StudentBook 16,ByteCore,Laptop,2020,899,55,382.27272727272725,8,0.7333333333333333,0.8361170762745566,0.5291347851677457,70.2908891766024,High Priority Buy-Back
LP0492,AirBook 13,NeoTech,Laptop,2023,899,53,347.6792452830189,6,0.7066666666666667,0.7604532923950544,0.5291347851677457,66.95430899355067,Medium Priority
LP0493,WorkBook 15,ByteCore,Laptop,2025,1299,51,365.4313725490196,8,0.68,0.7992812172988181,0.7645673925838729,74.11545829648072,High Priority Buy-Back
LP0494,WorkBook 17,Apex,Laptop,2024,999,53,365.4150943396226,6,0.7066666666666667,0.7992456131662787,0.5879929370217775,69.88382317230834,Medium Priority
LP0495,UltraBook 12,NeoTech,Laptop,2020,1699,57,404.64912280701753,7,0.76,0.8850593237248853,1.0,86.95177971174657,High Priority Buy-Back
LP0496,ProBook 10,TechNova,Laptop,2025,699,51,410.11764705882354,6,0.68,0.8970202254129999,0.4114184814596822,66.45316120618045,Medium Priority
LP0497,ProBook 16,Apex,Laptop,2025,899,47,366.9787234042553,5,0.6266666666666667,0.802665624243778,0.5291347851677457,65.02067894901238,Medium Priority
LP0498,ProBook 12,TechNova,Laptop,2020,1699,47,329.70212765957444,5,0.6266666666666667,0.7211332625974944,1.0,76.7006645445915,High Priority Buy-Back
LP0499,WorkBook 15,TechNova,Laptop,2023,1699,51,332.1372549019608,8,0.68,0.7264594376683307,1.0,78.99378313004992,High Priority Buy-Back
LP0500,WorkBook 17,TechNova,Laptop,2019,1699,43,336.90697674418607,6,0.5733333333333334,0.7368919001403895,1.0,75.04009033754502,High Priority Buy-Back
LP0501,StudentBook 16,TechNova,Laptop,2019,1699,52,394.25,5,0.6933333333333334,0.8623140857392826,1.0,83.6027559055118,High Priority Buy-Back
LP0502,AirBook 14,TechNova,Laptop,2023,1299,44,311.20454545454544,7,0.5866666666666667,0.6806748588244651,0.7645673925838729,66.8239342089168,Medium Priority
LP0503,UltraBook 11,TechNova,Laptop,2023,899,58,353.1896551724138,5,0.7733333333333333,0.7725058074637222,0.5291347851677457,69.98255111227736,Medium Priority
LP0504,UltraBook 13,ByteCore,Laptop,2025,999,59,351.1864406779661,5,0.7866666666666666,0.7681243234426206,0.5879929370217775,72.1501844805986,High Priority Buy-Back
LP0505,AirBook 16,TechNova,Laptop,2021,1299,49,350.40816326530614,8,0.6533333333333333,0.7664220543860589,0.7645673925838729,72.06301674243129,High Priority Buy-Back
LP0506,WorkBook 13,Apex,Laptop,2021,699,56,361.07142857142856,7,0.7466666666666667,0.7897450318710161,0.4114184814596822,65.90157206658762,Medium Priority
LP0507,ProBook 11,NeoTech,Laptop,2022,1299,50,320.7,8,0.6666666666666666,0.7014435695538057,0.7645673925838729,70.64699553079701,High Priority Buy-Back
LP0508,StudentBook 17,TechNova,Laptop,2024,699,46,348.10869565217394,8,0.6133333333333333,0.7613925976644225,0.4114184814596822,59.71766570705647,Medium Priority
LP0509,UltraBook 11,NeoTech,Laptop,2025,1299,44,386.5,8,0.5866666666666667,0.8453630796150481,0.7645673925838729,71.7645808326343,High Priority Buy-Back
LP0510,AirBook 11,TechNova,Laptop,2020,899,41,362.0,7,0.5466666666666666,0.7917760279965005,0.5291347851677457,61.49399106159406,Medium Priority
LP0511,StudentBook 17,ByteCore,Laptop,2019,699,59,305.9491525423729,5,0.7866666666666666,0.6691801236709818,0.4114184814596822,63.88462482058659,Medium Priority
LP0512,AirBook 10,Apex,Laptop,2025,999,59,377.5084745762712,5,0.7866666666666666,0.8256965760635854,0.5879929370217775,73.87735205922755,High Priority Buy-Back
LP0513,ProBook 13,Apex,Laptop,2025,1299,44,379.1363636363636,6,0.5866666666666667,0.8292571383122564,0.7645673925838729,71.28140259355055,High Priority Buy-Back
LP0514,ProBook 14,Apex,Laptop,2023,899,63,355.5238095238095,5,0.84,0.7776111319418406,0.5291347851677457,72.80237751328758,High Priority Buy-Back
LP0515,StudentBook 16,ByteCore,Laptop,2022,899,48,317.1041666666667,8,0.64,0.6935786672499271,0.5291347851677457,62.28140357253018,Medium Priority
