Claim_ID,SKU,Component Failed,Days After Purchase,Repair Cost
W020967,LP0229,Display,294,569
W020968,LP0048,Cooling Fan,301,638
W020969,LP0725,Touchpad,631,698
W020970,LP0747,SSD,934,290
W020971,LP0392,Battery,373,445
W020972,LP0803,Touchpad,802,321
W020973,LP0037,Cooling Fan,799,278
W020974,LP0941,Speaker,807,258
W020975,LP0645,Display,1056,439
W020976,LP0889,Keyboard,532,373
W020977,LP0736,RAM,653,340
W020978,LP0801,Cooling Fan,34,455
W020979,LP0920,Motherboard,1022,542
W020980,LP0056,RAM,646,34
W020981,LP0453,Display,355,635
W020982,LP0945,Speaker,1007,610
W020983,LP0009,Display,175,532
W020984,LP0730,GPU,304,113
W020985,LP0922,RAM,1037,556
W020986,LP0481,Keyboard,180,312
W020987,LP0329,Motherboard,484,284
W020988,LP0112,RAM,285,245
W020989,LP0374,Battery,673,231
W020990,LP0778,Battery,313,65
W020991,LP0568,Display,389,539
W020992,LP0930,SSD,503,638
W020993,LP0081,Touchpad,116,37
W020994,LP0756,Display,200,163
W020995,LP0525,SSD,120,130
W020996,LP0834,Cooling Fan,297,257
W020997,LP0267,SSD,815,540
W020998,LP0499,Touchpad,758,197
W020999,LP0783,GPU,98,574
W021000,LP0925,Battery,836,553
W021001,LP0088,RAM,548,185
W021002,LP0244,Speaker,378,626
W021003,LP0082,Touchpad,863,653
W021004,LP0940,Speaker,96,316
W021005,LP0592,Display,147,525
W021006,LP0845,Motherboard,45,149
W021007,LP0980,RAM,243,618
W021008,LP0740,Cooling Fan,927,38
W021009,LP0799,Cooling Fan,620,307
W021010,LP0230,SSD,978,672
W021011,LP0753,Speaker,301,118
W021012,LP0840,Cooling Fan,452,599
W021013,LP0811,Touchpad,246,320
W021014,LP0372,RAM,29,391
W021015,LP0421,SSD,337,46
W021016,LP0137,SSD,559,461
W021017,LP0312,Battery,1081,380
W021018,LP0595,RAM,305,378
W021019,LP0170,Touchpad,391,323
W021020,LP0999,Battery,116,685
W021021,LP0945,Touchpad,33,326
W021022,LP0157,RAM,607,268
W021023,LP0181,Touchpad,194,222
W021024,LP0739,Cooling Fan,86,521
W021025,LP0507,Battery,328,311
W021026,LP0257,Display,582,438
W021027,LP0915,Keyboard,395,217
W021028,LP0476,Speaker,589,358
W021029,LP0816,Touchpad,458,55
W021030,LP0335,Motherboard,904,656
W021031,LP0678,Touchpad,1008,413
W021032,LP0543,RAM,318,386
W021033,LP0501,Battery,568,639
W021034,LP0160,RAM,1042,510
W021035,LP0428,SSD,50,74
W021036,LP0774,GPU,881,292
W021037,LP0447,Touchpad,60,146
W021038,LP0848,GPU,612,312
W021039,LP0682,Battery,490,493
W021040,LP0010,Display,605,101
W021041,LP0346,RAM,144,75
W021042,LP0779,RAM,236,481
W021043,LP0500,RAM,972,557
W021044,LP0858,GPU,180,694
W021045,LP0157,Keyboard,772,689
W021046,LP0701,Speaker,936,417
W021047,LP0392,Battery,816,657
W021048,LP0052,Touchpad,184,115
W021049,LP0897,Touchpad,893,276
W021050,LP0785,Battery,487,427
W021051,LP0791,Battery,775,222
W021052,LP0450,Speaker,899,247
W021053,LP0038,Cooling Fan,134,152
W021054,LP0645,Keyboard,263,431
W021055,LP0767,Speaker,923,569
W021056,LP0052,Keyboard,519,167
W021057,LP0237,Display,878,343
W021058,LP0586,RAM,832,291
W021059,LP0922,Touchpad,169,535
W021060,LP0038,RAM,40,250
W021061,LP0904,Motherboard,999,126
W021062,LP0741,SSD,866,71
W021063,LP0116,Motherboard,721,556
W021064,LP0485,Battery,557,333
W021065,LP0065,Display,172,278
W021066,LP0970,Touchpad,998,267
W021067,LP0012,Keyboard,168,93
W021068,LP0379,Display,799,576
W021069,LP0086,SSD,889,627
W021070,LP0995,Display,29,485
W021071,LP0942,GPU,548,272
W021072,LP0829,Battery,833,241
W021073,LP0108,SSD,390,297
W021074,LP0226,Speaker,302,678
W021075,LP0153,SSD,575,221
W021076,LP0588,RAM,225,413
W021077,LP0247,Speaker,618,127
W021078,LP0043,Battery,648,60
W021079,LP0616,Cooling Fan,651,218
W021080,LP0740,GPU,63,436
W021081,LP0421,RAM,561,251
W021082,LP0127,Display,466,684
W021083,LP0723,Motherboard,849,274
W021084,LP0452,Cooling Fan,613,93
W021085,LP0788,Display,550,206
W021086,LP0975,Battery,1050,396
W021087,LP0134,Battery,85,348
W021088,LP0805,Keyboard,488,38
W021089,LP0653,Motherboard,804,207
W021090,LP0238,Motherboard,661,60
W021091,LP0936,SSD,910,585
W021092,LP0143,Cooling Fan,1012,230
W021093,LP0315,RAM,958,235
W021094,LP0752,SSD,878,353
W021095,LP0150,GPU,994,698
W021096,LP0688,SSD,1068,278
W021097,LP0937,RAM,194,666
W021098,LP0616,Display,931,482
W021099,LP0949,Keyboard,965,471
W021100,LP0416,Motherboard,887,199
W021101,LP0378,Touchpad,429,499
W021102,LP0504,Battery,596,356
W021103,LP0461,SSD,551,150
W021104,LP0854,RAM,440,658
W021105,LP0385,GPU,77,569
W021106,LP0800,GPU,100,343
W021107,LP0523,Touchpad,530,35
W021108,LP0653,Display,760,120
W021109,LP0888,SSD,881,589
W021110,LP0471,Keyboard,815,586
W021111,LP0851,Touchpad,617,354
W021112,LP0392,Display,1067,650
W021113,LP0685,Display,490,322
W021114,LP0635,Keyboard,199,421
W021115,LP0896,Cooling Fan,765,361
W021116,LP0715,Motherboard,436,139
W021117,LP0950,Motherboard,418,572
W021118,LP0794,Speaker,1062,217
W021119,LP0634,RAM,784,226
W021120,LP0467,Touchpad,978,263
W021121,LP0766,GPU,1003,572
W021122,LP0583,Speaker,51,128
W021123,LP0600,GPU,344,206
W021124,LP0209,Display,549,162
W021125,LP0985,Display,213,211
W021126,LP0931,RAM,505,307
W021127,LP0905,Motherboard,570,297
W021128,LP0278,SSD,10,498
W021129,LP0908,Battery,191,104
W021130,LP0871,Display,369,357
W021131,LP0601,GPU,823,493
W021132,LP0882,Touchpad,732,450
W021133,LP0101,Display,443,655
W021134,LP0196,RAM,501,74
W021135,LP0073,Touchpad,453,442
W021136,LP0939,Keyboard,448,623
W021137,LP0342,Touchpad,1007,402
W021138,LP0488,Cooling Fan,1041,645
W021139,LP0769,Cooling Fan,1019,425
W021140,LP0105,Battery,906,459
W021141,LP0369,Display,535,639
W021142,LP0164,SSD,231,37
W021143,LP0062,Touchpad,849,648
W021144,LP0037,Motherboard,567,116
W021145,LP0525,Display,503,452
W021146,LP0417,Battery,82,449
W021147,LP0396,GPU,188,37
W021148,LP0867,Battery,90,112
W021149,LP0095,Cooling Fan,568,404
W021150,LP0117,Speaker,512,300
W021151,LP0458,Cooling Fan,463,102
W021152,LP0060,Display,171,61
W021153,LP0416,Motherboard,15,266
W021154,LP0007,Speaker,692,628
W021155,LP0485,Keyboard,998,74
W021156,LP0399,Display,369,315
W021157,LP0336,RAM,732,148
W021158,LP0594,RAM,141,257
W021159,LP0806,Battery,342,691
W021160,LP0137,GPU,895,371
W021161,LP0044,Touchpad,63,154
W021162,LP0490,Motherboard,736,457
W021163,LP0583,SSD,85,317
W021164,LP0334,Cooling Fan,572,533
W021165,LP0122,SSD,440,392
W021166,LP0075,Battery,37,77
W021167,LP0286,RAM,263,353
W021168,LP0521,Battery,643,256
W021169,LP0834,GPU,685,474
W021170,LP0990,Speaker,767,591
W021171,LP0781,GPU,998,673
W021172,LP0263,SSD,478,60
W021173,LP0154,Cooling Fan,1059,660
W021174,LP0973,Display,169,500
W021175,LP0744,SSD,690,477
W021176,LP0111,Speaker,690,95
W021177,LP0169,Motherboard,774,298
W021178,LP0039,SSD,1050,232
W021179,LP0795,SSD,726,685
W021180,LP0741,Cooling Fan,880,581
W021181,LP0136,RAM,636,99
W021182,LP0229,Battery,158,320
W021183,LP0699,GPU,82,519
W021184,LP0487,Speaker,165,604
W021185,LP0862,SSD,426,647
W021186,LP0708,Keyboard,764,692
W021187,LP0452,Speaker,540,482
W021188,LP0420,RAM,14,378
W021189,LP0305,Cooling Fan,779,537
W021190,LP0271,SSD,699,248
W021191,LP0084,Keyboard,1034,457
W021192,LP0492,Speaker,268,234
W021193,LP0438,Battery,1023,690
W021194,LP0576,SSD,312,678
W021195,LP0208,Cooling Fan,616,70
W021196,LP0321,Display,982,103
W021197,LP0806,Cooling Fan,751,522
W021198,LP0669,Keyboard,330,179
W021199,LP0568,Keyboard,897,142
W021200,LP0203,Speaker,234,345
W021201,LP0187,Motherboard,119,164
W021202,LP0560,Cooling Fan,507,321
W021203,LP0740,Motherboard,424,448
W021204,LP0185,Cooling Fan,696,429
W021205,LP0159,Touchpad,717,184
W021206,LP0132,SSD,269,641
W021207,LP0228,Battery,889,500
W021208,LP0265,RAM,322,82
W021209,LP0532,Battery,876,56
W021210,LP0496,RAM,1063,138
W021211,LP0457,Keyboard,164,130
W021212,LP0448,Motherboard,172,160
W021213,LP0295,Motherboard,398,467
W021214,LP0056,Keyboard,869,38
W021215,LP0553,Battery,973,559
W021216,LP0114,RAM,919,396
W021217,LP0715,Speaker,577,627
W021218,LP0576,Cooling Fan,741,393
W021219,LP0810,Battery,1079,100
W021220,LP0820,Motherboard,440,141
W021221,LP0630,Touchpad,472,554
W021222,LP0591,GPU,473,402
W021223,LP0381,Battery,482,125
W021224,LP0234,Keyboard,689,559
W021225,LP0739,GPU,370,441
W021226,LP0520,RAM,48,269
W021227,LP0860,Speaker,681,676
W021228,LP0785,Motherboard,585,305
W021229,LP0827,Speaker,790,698
W021230,LP0051,Display,107,110
W021231,LP0416,Keyboard,312,667
W021232,LP0060,Motherboard,108,348
W021233,LP0697,Battery,223,659
W021234,LP0601,Speaker,456,638
W021235,LP0397,Motherboard,1014,228
W021236,LP0195,Display,384,406
W021237,LP0430,GPU,157,300
W021238,LP0906,Battery,98,423
W021239,LP0130,Display,550,66
W021240,LP0159,SSD,1070,588
W021241,LP0582,Keyboard,608,158
W021242,LP0109,Cooling Fan,242,151
W021243,LP0329,Battery,319,231
W021244,LP0127,Battery,611,122
W021245,LP0819,RAM,385,500
W021246,LP0491,GPU,740,397
W021247,LP0830,Touchpad,381,398
W021248,LP0255,Battery,555,198
W021249,LP0325,SSD,920,395
W021250,LP0585,RAM,976,428
W021251,LP0178,SSD,373,638
W021252,LP0787,Speaker,872,138
W021253,LP0535,Cooling Fan,681,200
W021254,LP0532,Speaker,378,559
W021255,LP0127,Cooling Fan,91,196
W021256,LP0932,GPU,280,305
W021257,LP0323,Speaker,742,161
W021258,LP0154,SSD,473,112
W021259,LP0443,Cooling Fan,278,83
W021260,LP0563,Keyboard,1066,560
W021261,LP0307,GPU,190,50
W021262,LP0534,GPU,360,217
W021263,LP0417,RAM,172,643
W021264,LP0289,Motherboard,861,477
W021265,LP0640,SSD,288,364
W021266,LP0914,Motherboard,762,372
W021267,LP0390,Battery,928,375
W021268,LP0381,Touchpad,477,237
W021269,LP0568,SSD,246,623
W021270,LP0711,GPU,349,146
W021271,LP0940,Touchpad,1056,384
W021272,LP0755,Display,705,411
W021273,LP0646,Keyboard,1061,325
W021274,LP0783,GPU,934,387
W021275,LP0847,Keyboard,1079,330
W021276,LP0476,Keyboard,799,379
W021277,LP0584,Battery,1021,470
W021278,LP0442,Display,261,236
W021279,LP0105,Cooling Fan,800,154
W021280,LP0858,RAM,1036,457
W021281,LP0375,Motherboard,567,546
W021282,LP0943,Cooling Fan,127,599
W021283,LP0458,Battery,1081,684
W021284,LP0293,Motherboard,259,42
W021285,LP0448,Cooling Fan,812,310
W021286,LP0887,RAM,572,64
W021287,LP0367,GPU,100,198
W021288,LP0880,Motherboard,139,566
W021289,LP0453,Keyboard,323,581
W021290,LP0840,RAM,824,364
W021291,LP0906,Speaker,137,685
W021292,LP0939,Touchpad,123,388
W021293,LP0794,Keyboard,1060,45
W021294,LP0357,Keyboard,561,459
W021295,LP0340,Motherboard,424,185
W021296,LP0300,Motherboard,433,56
W021297,LP0487,Motherboard,472,74
W021298,LP0568,Speaker,702,688
W021299,LP0281,Battery,487,680
W021300,LP0318,Speaker,1087,250
W021301,LP0778,Cooling Fan,855,272
W021302,LP0514,Touchpad,682,677
W021303,LP0428,Motherboard,1066,656
W021304,LP0781,Cooling Fan,395,436
W021305,LP0349,SSD,1010,481
W021306,LP0257,GPU,131,113
W021307,LP0682,Display,77,602
W021308,LP0274,Keyboard,119,116
W021309,LP0433,Keyboard,736,560
W021310,LP0510,RAM,223,292
W021311,LP0405,Motherboard,121,173
W021312,LP0323,Keyboard,49,42
W021313,LP0637,RAM,1065,688
W021314,LP0291,Motherboard,503,692
W021315,LP0737,SSD,637,664
W021316,LP0592,Display,756,293
W021317,LP0004,Display,934,502
W021318,LP0301,Touchpad,744,50
W021319,LP0197,RAM,569,290
W021320,LP0626,Battery,652,258
W021321,LP0739,Motherboard,658,562
W021322,LP0754,Display,399,362
W021323,LP0378,Display,378,454
W021324,LP0806,SSD,24,56
W021325,LP0575,Touchpad,423,599
W021326,LP0673,Cooling Fan,728,359
W021327,LP0639,Speaker,825,585
W021328,LP0864,Motherboard,814,445
W021329,LP0435,SSD,412,60
W021330,LP0434,Cooling Fan,407,558
W021331,LP0498,RAM,92,182
W021332,LP0489,Speaker,909,686
W021333,LP0853,Keyboard,807,197
W021334,LP0782,Display,615,552
W021335,LP0073,Cooling Fan,948,293
W021336,LP0341,RAM,1090,327
W021337,LP0924,Speaker,253,114
W021338,LP0430,GPU,224,525
W021339,LP0247,SSD,1019,328
W021340,LP0183,Battery,160,623
W021341,LP0617,Display,600,231
W021342,LP0101,RAM,12,614
W021343,LP0451,Motherboard,996,140
W021344,LP0652,Motherboard,324,683
W021345,LP0041,Battery,454,321
W021346,LP0622,Battery,755,71
W021347,LP0627,GPU,179,592
W021348,LP0991,Keyboard,46,266
W021349,LP0870,Speaker,858,207
W021350,LP0562,Touchpad,253,604
W021351,LP0630,Touchpad,483,193
W021352,LP0558,SSD,97,86
W021353,LP0838,Cooling Fan,1059,172
W021354,LP0425,Touchpad,436,106
W021355,LP0696,Keyboard,359,294
W021356,LP0804,Display,209,90
W021357,LP0654,Motherboard,373,161
W021358,LP0875,RAM,209,456
W021359,LP0230,Keyboard,542,374
W021360,LP0217,SSD,385,685
W021361,LP0113,Motherboard,775,408
W021362,LP0555,Touchpad,232,102
W021363,LP0626,Speaker,488,155
W021364,LP0045,Keyboard,120,395
W021365,LP0153,Cooling Fan,51,237
W021366,LP0259,SSD,153,577
W021367,LP0654,SSD,637,88
W021368,LP0726,SSD,440,552
W021369,LP0721,Motherboard,1027,393
W021370,LP0368,SSD,83,370
W021371,LP0782,RAM,661,600
W021372,LP0385,SSD,553,353
W021373,LP0148,GPU,594,430
W021374,LP0374,Motherboard,982,198
W021375,LP0776,Keyboard,196,285
W021376,LP0897,SSD,230,657
W021377,LP0101,GPU,321,605
W021378,LP0528,SSD,571,580
W021379,LP0226,RAM,1011,374
W021380,LP0226,Display,622,596
W021381,LP0787,Motherboard,1086,130
W021382,LP0052,Battery,831,162
W021383,LP0240,Keyboard,435,175
W021384,LP0634,GPU,179,637
W021385,LP0759,Keyboard,51,39
W021386,LP0135,Motherboard,922,657
W021387,LP0009,GPU,610,486
W021388,LP0213,Touchpad,662,571
W021389,LP0037,Motherboard,212,516
W021390,LP0271,SSD,154,122
W021391,LP0478,Motherboard,965,190
W021392,LP0738,Keyboard,58,584
W021393,LP0829,Touchpad,614,442
W021394,LP0416,GPU,330,665
W021395,LP0526,Display,954,553
W021396,LP0532,Keyboard,718,552
W021397,LP0656,SSD,402,312
W021398,LP0650,Display,971,473
W021399,LP0780,RAM,137,281
W021400,LP0441,Motherboard,349,644
W021401,LP0083,Touchpad,451,51
W021402,LP0357,Display,326,506
W021403,LP0067,Touchpad,1095,109
W021404,LP0062,Touchpad,1065,298
W021405,LP0805,SSD,843,354
W021406,LP0816,Battery,632,678
W021407,LP0849,Speaker,280,466
W021408,LP0363,Battery,420,316
W021409,LP0219,Motherboard,637,73
W021410,LP0395,Keyboard,270,386
W021411,LP0752,Battery,769,423
W021412,LP0607,Display,39,230
W021413,LP0378,Battery,594,135
W021414,LP0377,SSD,612,494
W021415,LP0636,Touchpad,693,563
W021416,LP0073,Speaker,661,36
W021417,LP0118,Battery,50,567
W021418,LP0211,Speaker,360,130
W021419,LP0969,Display,850,229
W021420,LP0274,Cooling Fan,41,151
W021421,LP0867,GPU,756,287
W021422,LP0124,Speaker,498,680
W021423,LP0695,Speaker,568,165
W021424,LP0628,Keyboard,866,248
W021425,LP0097,Cooling Fan,842,693
W021426,LP0744,Display,984,252
W021427,LP0011,Display,634,686
W021428,LP0072,Display,205,76
W021429,LP0836,Touchpad,613,639
W021430,LP0515,Touchpad,24,368
W021431,LP0422,Cooling Fan,697,546
W021432,LP0902,GPU,541,650
W021433,LP0061,Cooling Fan,809,151
W021434,LP0551,SSD,117,307
W021435,LP0191,Display,198,457
W021436,LP0734,Keyboard,456,310
W021437,LP0678,Motherboard,261,471
W021438,LP0409,Keyboard,452,128
W021439,LP0236,Touchpad,437,255
W021440,LP0790,Cooling Fan,407,441
W021441,LP0078,Cooling Fan,609,298
W021442,LP0656,Speaker,1040,237
W021443,LP0381,Speaker,1012,345
W021444,LP0666,SSD,1088,378
W021445,LP0206,Display,294,304
W021446,LP0783,Display,1028,413
W021447,LP0635,Display,865,328
W021448,LP0927,Speaker,958,684
W021449,LP0025,SSD,895,341
W021450,LP0747,Motherboard,120,147
W021451,LP0787,SSD,170,234
W021452,LP0256,Cooling Fan,112,611
W021453,LP0652,SSD,964,199
W021454,LP0406,Battery,235,426
W021455,LP0846,Keyboard,148,376
W021456,LP0480,Cooling Fan,872,119
W021457,LP0361,Cooling Fan,600,257
W021458,LP0359,RAM,231,259
W021459,LP0391,SSD,500,672
W021460,LP0017,Display,796,666
W021461,LP0699,SSD,771,173
W021462,LP0580,GPU,910,693
W021463,LP0167,SSD,495,326
W021464,LP0672,Cooling Fan,74,113
W021465,LP0317,Touchpad,361,490
W021466,LP0587,Display,113,196
W021467,LP0761,GPU,1032,348
W021468,LP0902,Battery,1048,662
W021469,LP0852,Motherboard,809,436
W021470,LP0582,Motherboard,566,451
W021471,LP0246,GPU,591,242
W021472,LP0063,SSD,568,660
W021473,LP0963,Cooling Fan,890,697
W021474,LP0639,Cooling Fan,945,691
W021475,LP0840,Display,657,481
W021476,LP0396,Motherboard,845,529
W021477,LP0810,Motherboard,46,122
W021478,LP0179,Speaker,52,52
W021479,LP0147,SSD,411,100
W021480,LP0990,Speaker,181,67
W021481,LP0016,Touchpad,1046,194
W021482,LP0746,RAM,453,248
W021483,LP0320,Keyboard,829,376
W021484,LP0938,Touchpad,596,488
W021485,LP0013,Battery,262,688
W021486,LP0417,Battery,489,422
W021487,LP0340,Touchpad,693,465
W021488,LP0474,Touchpad,989,94
W021489,LP0286,GPU,1059,410
W021490,LP0461,SSD,625,375
W021491,LP0168,Speaker,334,357
W021492,LP0770,Motherboard,462,238
W021493,LP0985,GPU,963,560
W021494,LP0043,Touchpad,327,199
W021495,LP0879,Cooling Fan,402,401
W021496,LP0353,Speaker,940,625
W021497,LP0483,Cooling Fan,309,664
W021498,LP0528,Touchpad,1040,484
W021499,LP0155,RAM,853,626
W021500,LP0877,Keyboard,994,340
W021501,LP0424,Speaker,783,281
W021502,LP0594,Speaker,577,678
W021503,LP0038,RAM,656,245
W021504,LP0499,Battery,1041,411
W021505,LP0540,Keyboard,500,105
W021506,LP0936,Keyboard,634,30
W021507,LP0252,GPU,102,515
W021508,LP0683,Keyboard,1006,502
W021509,LP0082,RAM,107,428
W021510,LP0076,Keyboard,1092,81
W021511,LP0797,GPU,563,640
W021512,LP0046,Motherboard,384,554
W021513,LP0537,Motherboard,1019,232
W021514,LP0196,Speaker,477,83
W021515,LP0289,Motherboard,605,534
W021516,LP0622,SSD,190,462
W021517,LP0976,Display,325,262
W021518,LP0418,RAM,344,582
W021519,LP0640,Keyboard,407,263
W021520,LP0874,RAM,1018,356
W021521,LP0762,Cooling Fan,532,330
W021522,LP0379,Speaker,340,390
W021523,LP0668,Cooling Fan,559,205
W021524,LP0229,Cooling Fan,934,216
W021525,LP0032,SSD,490,613
W021526,LP0223,SSD,685,243
W021527,LP0017,Keyboard,767,134
W021528,LP0592,SSD,809,580
W021529,LP0485,Speaker,958,145
W021530,LP0247,Touchpad,727,59
W021531,LP0250,Speaker,759,304
W021532,LP0217,Keyboard,878,432
W021533,LP0363,Speaker,157,654
W021534,LP0731,Keyboard,360,31
W021535,LP0619,GPU,895,494
W021536,LP0911,Battery,213,465
W021537,LP0175,RAM,890,595
W021538,LP0957,RAM,925,580
W021539,LP0548,SSD,441,335
W021540,LP0469,RAM,733,37
W021541,LP0562,Motherboard,1052,469
W021542,LP0066,Motherboard,650,507
W021543,LP0156,GPU,679,179
W021544,LP0516,SSD,819,111
W021545,LP0333,Touchpad,820,358
W021546,LP0308,Keyboard,255,51
W021547,LP0362,Display,15,469
W021548,LP0374,GPU,1067,582
W021549,LP0388,Cooling Fan,512,564
W021550,LP0897,Battery,352,425
W021551,LP0342,RAM,441,245
W021552,LP0844,Display,283,657
W021553,LP0663,Touchpad,514,153
W021554,LP0912,RAM,375,280
W021555,LP0947,Motherboard,54,374
W021556,LP0932,Display,879,450
W021557,LP0649,RAM,305,243
W021558,LP0952,SSD,487,99
W021559,LP0584,SSD,782,377
W021560,LP0761,Cooling Fan,608,666
W021561,LP0630,Speaker,148,459
W021562,LP0839,SSD,1050,341
W021563,LP0847,GPU,391,305
W021564,LP0763,Keyboard,252,331
W021565,LP0902,Keyboard,689,475
W021566,LP0015,Keyboard,526,106
W021567,LP0072,SSD,889,216
W021568,LP0361,Touchpad,690,315
W021569,LP0105,Battery,1036,57
W021570,LP0691,Touchpad,574,656
W021571,LP0202,Motherboard,705,357
W021572,LP0218,SSD,135,695
W021573,LP0031,Touchpad,635,451
W021574,LP0465,SSD,1087,46
W021575,LP0953,SSD,227,120
W021576,LP0311,RAM,945,407
W021577,LP0832,Keyboard,464,636
W021578,LP0338,Display,741,686
W021579,LP0466,SSD,886,46
W021580,LP0426,Cooling Fan,1038,56
W021581,LP0872,Speaker,400,125
W021582,LP0190,SSD,899,700
W021583,LP0367,Keyboard,16,528
W021584,LP0739,Battery,367,630
W021585,LP0772,Touchpad,753,373
W021586,LP0150,Display,653,486
W021587,LP0976,Battery,487,131
W021588,LP0265,Speaker,917,675
W021589,LP0346,RAM,759,613
W021590,LP0426,Speaker,543,150
W021591,LP0194,Speaker,275,569
W021592,LP0561,Speaker,963,373
W021593,LP0395,Touchpad,40,597
W021594,LP0756,RAM,813,646
W021595,LP0855,Battery,113,187
W021596,LP0546,Keyboard,712,166
W021597,LP0784,Speaker,932,416
W021598,LP0836,Cooling Fan,683,420
W021599,LP0993,GPU,976,251
W021600,LP0664,Display,767,676
W021601,LP0826,Speaker,560,157
W021602,LP0478,Display,571,505
W021603,LP0629,GPU,666,112
W021604,LP0613,Touchpad,25,507
W021605,LP0408,RAM,255,413
W021606,LP0965,Battery,62,247
W021607,LP0337,Motherboard,1049,255
W021608,LP0775,GPU,1087,449
W021609,LP0030,GPU,978,569
W021610,LP0279,SSD,862,297
W021611,LP0088,Display,497,405
W021612,LP0676,Speaker,353,524
W021613,LP0704,Motherboard,54,690
W021614,LP0390,Touchpad,317,118
W021615,LP0615,Battery,129,185
W021616,LP0979,SSD,659,61
W021617,LP0451,GPU,378,328
W021618,LP0545,GPU,564,299
W021619,LP0589,Touchpad,226,385
W021620,LP0601,RAM,211,682
W021621,LP0871,Cooling Fan,996,306
W021622,LP0252,SSD,115,175
W021623,LP0082,Touchpad,1018,93
W021624,LP0902,Battery,46,454
W021625,LP0940,Keyboard,558,559
W021626,LP0983,Keyboard,356,258
W021627,LP0314,Speaker,877,229
W021628,LP0272,Display,759,196
W021629,LP0104,Keyboard,872,521
W021630,LP0653,SSD,204,687
W021631,LP0451,Display,529,340
W021632,LP0528,RAM,26,506
W021633,LP0069,Keyboard,522,371
W021634,LP0820,GPU,1077,317
W021635,LP0370,Speaker,785,120
W021636,LP0441,Battery,581,545
W021637,LP0281,Keyboard,1054,666
W021638,LP0792,Keyboard,485,72
W021639,LP0668,SSD,594,608
W021640,LP0762,Speaker,148,564
W021641,LP0715,Touchpad,662,559
W021642,LP0116,Battery,447,682
W021643,LP0523,GPU,941,254
W021644,LP0966,Touchpad,956,643
W021645,LP0395,Motherboard,64,569
W021646,LP0428,Motherboard,1006,566
W021647,LP0034,SSD,83,253
W021648,LP0214,Battery,791,230
W021649,LP0106,Battery,690,691
W021650,LP0106,Cooling Fan,906,465
W021651,LP0612,Speaker,434,446
W021652,LP0884,Cooling Fan,256,275
W021653,LP0591,Motherboard,748,87
W021654,LP0533,RAM,537,186
W021655,LP0283,Motherboard,255,181
W021656,LP0794,Speaker,363,523
W021657,LP0197,Display,763,329
W021658,LP0153,Display,278,395
W021659,LP0528,Speaker,966,82
W021660,LP0416,RAM,957,83
W021661,LP0186,SSD,556,405
W021662,LP0154,Motherboard,1090,156
W021663,LP0303,Speaker,249,595
W021664,LP0908,RAM,615,579
W021665,LP0051,RAM,33,78
W021666,LP0924,Touchpad,1070,374
W021667,LP0095,GPU,1038,412
W021668,LP0016,RAM,293,615
W021669,LP0251,RAM,532,157
W021670,LP0023,Cooling Fan,467,487
W021671,LP0806,Battery,119,571
W021672,LP0851,Speaker,270,216
W021673,LP0365,Cooling Fan,553,428
W021674,LP0960,RAM,578,684
W021675,LP0260,Speaker,90,471
W021676,LP0203,SSD,615,434
W021677,LP0526,Motherboard,343,273
W021678,LP0298,Motherboard,1010,53
W021679,LP0185,GPU,907,168
W021680,LP0780,GPU,94,140
W021681,LP0516,Speaker,28,270
W021682,LP0537,Display,605,353
W021683,LP0635,Motherboard,1021,43
W021684,LP0472,Speaker,305,329
W021685,LP0765,Speaker,176,333
W021686,LP0585,SSD,588,126
W021687,LP0075,Display,824,298
W021688,LP0579,GPU,522,670
W021689,LP0866,Touchpad,584,699
W021690,LP0559,Touchpad,970,72
W021691,LP0614,GPU,631,619
W021692,LP0389,RAM,541,412
W021693,LP0634,Motherboard,122,51
W021694,LP0667,Speaker,58,530
W021695,LP0249,RAM,102,124
W021696,LP0339,Keyboard,576,570
W021697,LP0291,Battery,144,342
W021698,LP0576,Touchpad,1026,567
W021699,LP0232,Touchpad,62,658
W021700,LP0004,Touchpad,66,503
W021701,LP0117,Cooling Fan,78,159
W021702,LP0616,Motherboard,372,557
W021703,LP0039,Display,468,279
W021704,LP0866,Battery,986,563
W021705,LP0016,Touchpad,244,119
W021706,LP0913,Touchpad,233,335
W021707,LP0524,Speaker,396,504
W021708,LP0501,Keyboard,724,464
W021709,LP0938,Cooling Fan,154,669
W021710,LP0901,SSD,705,375
W021711,LP0417,Speaker,384,111
W021712,LP0746,Motherboard,853,653
W021713,LP0054,Speaker,621,56
W021714,LP0204,Speaker,1023,356
W021715,LP0214,RAM,785,416
W021716,LP0157,Keyboard,656,342
W021717,LP0397,Cooling Fan,739,254
W021718,LP0789,Speaker,427,481
W021719,LP0510,Touchpad,276,610
W021720,LP0341,Cooling Fan,598,67
W021721,LP0776,RAM,927,626
W021722,LP0196,Cooling Fan,799,35
W021723,LP0818,Battery,775,406
W021724,LP0714,Battery,1056,50
W021725,LP0042,Battery,533,433
W021726,LP0067,SSD,164,179
W021727,LP0131,RAM,25,290
W021728,LP0876,Speaker,548,610
W021729,LP0369,Display,244,33
W021730,LP0371,RAM,817,528
W021731,LP0988,Battery,1072,519
W021732,LP0548,SSD,169,572
W021733,LP0956,RAM,806,503
W021734,LP0803,Speaker,1063,445
W021735,LP0741,Keyboard,366,139
W021736,LP0397,Battery,446,629
W021737,LP0140,GPU,734,689
W021738,LP0881,Cooling Fan,388,288
